Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjects,subjectTerms,FindACopy,Database
World News: King Coal Hard to Dethrone,"  In most of the developed world, competition from natural gas and environmental regulations have crippled the coal industry, bankrupting companies and snuffing out jobs in the U.S. and Europe.",1747224510,Newspapers,"Moss, Trefor",,," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 10, 2015",0099-9660, English, English, A.11," New York, N.Y.","Dec 10, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1747224510?accountid=14902, A.11,," Emissions control , Industrial plant emissions , Developing countries--LDCs , Climate change , Coal-fired power plants , United States--US , Philippines",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+King+Coal+Hard+to+Dethrone&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-10&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Moss%2C+Trefor&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"World News -- China's World: For China, 'Mandate of Heaven' at Stake in Paris Talks",  [...]climate change is about water -- the destructive effects that come from too much of it or too little.,1746798089,Newspapers,"Browne, Andrew",,," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Dec 9, 2015",0099-9660, English, English, A.11," New York, N.Y.","Dec 9, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1746798089?accountid=14902, A.11,," Air pollution , Clean technology , Emissions trading , Aquifers , Emissions control , Climate change , Yellow River , China , Xi Jinping , Li Keqiang",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News+--+China%27s+World%3A+For+China%2C+%27Mandate+of+Heaven%27+at+Stake+in+Paris+Talks&amp;title=Journal+of+Supply+Chain+Management&amp;issn=15232409&amp;date=2019-01-01&amp;volume=55&amp;issue=1&amp;spage=21&amp;au=Bastl%2C+Marko%3BJohnson%2C+Mark%3BFinne%2C+Max&amp;isbn=&amp;jtitle=Journal+of+Supply+Chain+Management&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.1111%2Fjscm.12187,Global Newsstream
Bernie's Climate Honesty,"  To reach this developing world level of CO2 emissions, Mr. Sanders would: impose an unspecified carbon tax; ban all offshore drilling and fossil-fuel leases on federal lands; stop ""dirty pipeline"" projects; ban natural gas and oil exports; force states to ban fracking; ban mountaintop coal mining; impose a new fuel-efficiency standard of 65 miles per gallon by 2025; spend ""massive"" federal dollars on subsidies for wind, solar, geothermal, biofuels, home-efficiency programs and energy storage; federally underwrite electric-car charging stations, high-speed passenger and cargo rail, a smart grid, and clean-energy job training; shut down the nuclear industry; and provide ""clean energy funding"" to the rest of the world.",1746797945,Newspapers,Anonymous,," Democratic Party
813940"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Editorial," Dec 9, 2015",0099-9660, English, English, A.14," New York, N.Y.","Dec 9, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1746797945?accountid=14902, A.14,," Presidential elections , Emissions control , Climate change , Energy efficiency , Environmental policy , Editorials -- Climate change , Sanders, Bernard",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Bernie%27s+Climate+Honesty&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-09&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Market and Ideology Hurt Older Coal Mines,"  According to trade publications, regional railroad CSX Corp.'s coal revenues are down $1 billion in the last four years alone.\n",1744906126,Newspapers,Anonymous,," Congress
921120 , Intergovernmental Panel on Climate Change
928120
541712"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 8, 2015",0099-9660, English, English, A.14," New York, N.Y.","Dec 8, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1744906126?accountid=14902, A.14,," Coal industry , Coal mining , Coal-fired power plants , Retirement benefits , California , West Virginia",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Market+and+Ideology+Hurt+Older+Coal+Mines&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-08&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
World News: China Gains Edge in Climate Talks --- Slower growth helps Beijing make bolder pledges at summit to curtail emissions,"  China's approach is ""definitely not business as usual,"" said Jonathan Pershing, a former U.S. lead climate negotiator, now principal deputy director at the Department of Energy's Office of Energy Policy and Systems Analysis.",1744906118,Newspapers,"Spegele, Brian",," United Nations--UN
928120"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 8, 2015",0099-9660, English, English, A.10," New York, N.Y.","Dec 8, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1744906118?accountid=14902, A.10,," Emissions , International relations , Summit conferences , Global warming , Climate change , United States--US , China",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+China+Gains+Edge+in+Climate+Talks+---+Slower+growth+helps+Beijing+make+bolder+pledges+at+summit+to+curtail+emissions&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-08&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Spegele%2C+Brian&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
World News: U.S. and EU Seek Climate Assurances at Talks,"  U.S. Republicans and other critics of the Paris climate talks are seizing on concern about China's reliability, after Beijing earlier this year disclosed it had burned around 14% more coal in recent years than previously reported. [...]the scandal over Volkswagen AG's diesel emissions also is pushing officials and environmental groups to take a second look at what countries and companies are doing behind the scenes.",1744607511,Newspapers,"Mauldin, William;Steinhauser, Gabriele",," European Union
926110
928120"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 7, 2015",0099-9660, English, English, A.11," New York, N.Y.","Dec 7, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1744607511?accountid=14902, A.11,," Emissions , Global warming , Reporting requirements , Climate change , Summit conferences , China , United States--US , India , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+U.S.+and+EU+Seek+Climate+Assurances+at+Talks&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-07&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Mauldin%2C+William%3BSteinhauser%2C+Gabriele&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Cross Country: How Wind Farms Blow Away Rights on Real Farms,"  Solar panels blanket thousands of acres, wind turbines dot hilltops, and hundreds of miles of transmission lines carry electricity from those sites to the places where it's needed. After the Public Service Commission reached its decision, the St. Louis Post-Dispatch, Missouri's leading newspaper, editorially chastised farmers for their reluctance to sacrifice for the sake of the planet: ""If rural landowners in Missouri don't give a little and embrace ways to save the Earth from global warming, more than farming as they know it could be at stake.""",1739283564,Newspapers,"Hurst, Blake",,," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Dec 5, 2015",0099-9660, English, English, A.11," New York, N.Y.","Dec 5, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1739283564?accountid=14902, A.11,," Eminent domain , Wind farms , Climate change",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Cross+Country%3A+How+Wind+Farms+Blow+Away+Rights+on+Real+Farms&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-05&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Hurst%2C+Blake&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
A Nuclear Paradigm Shift?,"  Wade Allison, emeritus professor of physics at Oxford, has a more realistic idea for fighting global warming than any being promoted at this week's climate summit in Paris: Increase by 1,000-fold the allowable limits for radiation exposure to the public and workers from nuclear power plants.",1738323505,Newspapers,"Jenkins, Holman W, Jr",,," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Dec 2, 2015",0099-9660, English, English, A.13," New York, N.Y.","Dec 2, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1738323505?accountid=14902, A.13,," Nuclear power plants , Safety standards , Radiation , Global warming , Environmental policy , Nuclear energy , Emissions control , France",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=A+Nuclear+Paradigm+Shift%3F&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-02&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Jenkins%2C+Holman+W%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
We'll Always Have the Illusions of Paris,"  According to the Environmental Protection Agency's greenhouse gas inventory, that would be some 1.8 billion fewer tons of CO2-equivalent in a decade. The President is trading away the competitive advantage of cheap U.S. natural gas for a bag of anticarbon promises. [...]nothing that emerges from Paris will have a discernible effect on world temperatures.",1738323365,Newspapers,Anonymous,,," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Editorial," Dec 2, 2015",0099-9660, English, English, A.14," New York, N.Y.","Dec 2, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1738323365?accountid=14902, A.14,," Emissions control , International agreements , Industrial plant emissions , Global warming , Climate change , Economic growth , Editorials -- Global warming , Paris France",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=We%27ll+Always+Have+the+Illusions+of+Paris&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-02&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Carbon-Tax Debate Fosters Unusual Allies,"  Energy giants including Royal Dutch Shell PLC and BP PLC hope a so-called carbon tax -- which would force companies to pay for their emissions and likely increase oil producers' costs -- also would increase demand for natural gas, an increasingly significant part of their output.",1737910374,Newspapers,"Kent, Sarah;Scheck, Justin",," Royal Dutch Shell PLC
324110
213112
221210 , Total SA
447190
324110
211111"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 1, 2015",0099-9660, English, English, B.1," New York, N.Y.","Dec 1, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1737910374?accountid=14902, B.1,," Climate change , Emissions , Power plants , Taxes , Environmental policy , Natural gas , Environmental tax , Petroleum industry , Carbon , Industrial plant emissions , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Carbon-Tax+Debate+Fosters+Unusual+Allies&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-01&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Kent%2C+Sarah%3BScheck%2C+Justin&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Obama's Appalachian Tragedy,"  [...]those backing the climate-change agenda are doing their best to keep this reality hidden from the public. Since 2012, 27 coal-mining companies with core operations in Central Appalachia, a region roughly centered in southern West Virginia, have filed for bankruptcy protection. Production of coal in southern West Virginia declined by 45% between the first half of 2011 and the first half of 2015, according to data from the Energy Information Administration. Since 2009, 332 coal mines in West Virginia have been closed, and 9,733 jobs -- roughly 35% of the industry's total employment in the state -- have been lost, figures from the West Virginia Coal Association show.",1737910301,Newspapers,"Tice, Paul H",," James River Coal Co
212111 , Patriot Coal
212111 , Alpha Natural Resources Inc
212112 , West Virginia Coal Association
813910 , Environmental Protection Agency--EPA
924110"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Dec 1, 2015",0099-9660, English, English, A.19," New York, N.Y.","Dec 1, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1737910301?accountid=14902, A.19,," Natural gas , Coal industry , Emissions , Gases , Prices , Industrial plant emissions , Bankruptcy reorganization , Poverty , Unemployment , Coal mining , Environmental protection , United States--US , West Virginia , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama%27s+Appalachian+Tragedy&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-01&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Tice%2C+Paul+H&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
World News: India Expansion Reflects Dilemma on Clean Energy,  More than 160 countries have submitted plans in Paris for restraining or reducing carbon emissions to contribute to a goal of holding global warming to less than 2 degrees Celsius (3.6 degrees Fahrenheit) compared with preindustrial times.,1737910244,Newspapers,"Spindle, Bill",," Reliance Industries Ltd
324110 , Microsoft Corp
511210
334614 , International Energy Agency
926130
928120
541720"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 1, 2015",0099-9660, English, English, A.10," New York, N.Y.","Dec 1, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1737910244?accountid=14902, A.10,," Emissions , Carbon , Climate change , Summit conferences , India , Hollande, Francois , Ambani, Mukesh D",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+India+Expansion+Reflects+Dilemma+on+Clean+Energy&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-01&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Spindle%2C+Bill&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The Tax Credit Sweepstakes,  The Congressional Budget Office recently reported that low- and moderate-income Americans face marginal rates of 31% on average in 2016 because they lose benefits like the Earned Income Tax Credit and other transfers when they earn an additional dollar of income.,1737910168,Newspapers,Anonymous,," Internal Revenue Service--IRS
921130"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Editorial," Dec 1, 2015",0099-9660, English, English, A.18," New York, N.Y.","Dec 1, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1737910168?accountid=14902, A.18,," Tax credits , Tax rates , Baby boomers , Political campaigns , Presidential elections , Editorials -- Tax credits , United States--US , Sanders, Bernard , Clinton, Hillary",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Tax+Credit+Sweepstakes&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-12-01&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Your Complete Guide to the Climate Debate,"  A key study published in the Journal of Climate this year by Bjorn Stevens of the Max Planck Institute for Meteorology in Hamburg, Germany, found that the cooling impact of sulfate emissions has held back global warming less than thought till now, again implying less sensitivity.",1736886431,Newspapers,"Ridley, Matt;Peiser, Benny",,," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Nov 28, 2015",0099-9660, English, English, A.11," New York, N.Y.","Nov 28, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1736886431?accountid=14902, A.11,," Scientists , Climate change , Global warming",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Your+Complete+Guide+to+the+Climate+Debate&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-11-28&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Ridley%2C+Matt%3BPeiser%2C+Benny&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
World News: Challenges Mount for Paris Climate Talks --- Terror threats are expected to distract the attention of leaders at summit,"  President Barack Obama and other leaders will face immediate distractions when they huddle just outside the French capital on Monday to kick off a final, two-week effort to reach a global accord. Since the Nov. 13 terror attacks, Paris is under a huge police clampdown, with downtown rallies banned under a national state of emergency.",1737493209,Newspapers,"Mauldin, William;Horobin, William",,," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Nov 27, 2015",0099-9660, English, English, A.11," New York, N.Y.","Nov 27, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1737493209?accountid=14902, A.11,," Emissions , Greenhouse effect , Global warming , Carbon , Developing countries--LDCs , Climate change , Terrorism , Summit conferences , United States--US , Paris France , France , Obama, Barack , Hollande, Francois",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+Challenges+Mount+for+Paris+Climate+Talks+---+Terror+threats+are+expected+to+distract+the+attention+of+leaders+at+summit&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-11-27&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Mauldin%2C+William%3BHorobin%2C+William&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Stocks: Coal Miners Feel the Burn,"  Two years of talks on coal with several nongovernmental organizations, including Transparency International, WWF and Germanwatch, influenced the money manager's final call, although Chief Executive Oliver Bate said Allianz is also aware of efforts to slow global warming and what he said are the economic risks involved with coal-focused businesses.",1736616845,Newspapers,"Hoyle, Rhiannon",," Glencore PLC
211111
212210
212234
311314 , Transparency International
813319 , Anglo American PLC
212111
212210
212221
212234
212299
212392
212399"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Nov 27, 2015",0099-9660, English, English, C.4," New York, N.Y.","Nov 27, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1736616845?accountid=14902, C.4,," Climate change , Economic growth , Institutional investments , Stock prices , Coal industry",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Stocks%3A+Coal+Miners+Feel+the+Burn&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-11-27&amp;volume=&amp;issue=&amp;spage=C.4&amp;au=Hoyle%2C+Rhiannon&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Congress Can Cool Off Obama's Climate Plans,"  The Obama administration has already imposed burdensome regulations -- for instance, the sprawling Clean Power Plan aimed at wiping out the coal industry -- that will raise the cost of energy and put hundreds of thousands of Americans out of work.",1735861102,Newspapers,"Barrasso, John",," Congress
921120"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Nov 25, 2015",0099-9660, English, English, A.19," New York, N.Y.","Nov 25, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1735861102?accountid=14902, A.19,," Economic growth , Industrial plant emissions , Climate change , International agreements , Emissions control , Environmental policy , United States--US , Stern, Todd",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Congress+Can+Cool+Off+Obama%27s+Climate+Plans&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-11-25&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Barrasso%2C+John&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: Senate Takes a Stand Against Obama Carbon Rules,"  Senate Majority Leader Mitch McConnell (R., Ky.) and other lawmakers from coal-dependent states argued that the EPA rules are killing U.S. jobs without any sizable impact on climate change.",1733864921,Newspapers,"Harder, Amy",," Congress
921120 , Environmental Protection Agency--EPA
924110"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Nov 18, 2015",0099-9660, English, English, A.5," New York, N.Y.","Nov 18, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1733864921?accountid=14902, A.5,," Climate change , Industrial plant emissions , Emissions control , Environmental regulations , United States--US , Obama, Barack , McConnell, Mitch",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Senate+Takes+a+Stand+Against+Obama+Carbon+Rules&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-11-18&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Harder%2C+Amy&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Big Issues in Energy (A Special Report) --- Does Burning Garbage for Electricity Make Sense?,"  Many communities -- in nearly 40 countries -- have concluded that it makes sense to burn such waste, not only to reduce landfill space needs, but as a means of producing energy economically and with less harm to the environment than consigning garbage to landfills or burning fossil fuels. Studies by the Environmental Protection Agency and academia have shown that diverting one ton of municipal solid waste from sanitary landfills to waste-burning plants reduces greenhouse-gas emissions by at least half a ton of carbon dioxide per ton of waste.",1733093458,Newspapers,Anonymous,,," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Feature," Nov 16, 2015",0099-9660, English, English, R.6," New York, N.Y.","Nov 16, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1733093458?accountid=14902, R.6,," Emissions , Recycling , Dioxins , Carbon , Industrial plant emissions , Electricity , Capital costs , Coal , Landfill , Series & special reports , Waste management industry , Municipal solid waste , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Big+Issues+in+Energy+%28A+Special+Report%29+---+Does+Burning+Garbage+for+Electricity+Make+Sense%3F&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-11-16&amp;volume=&amp;issue=&amp;spage=R.6&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Clinton's Coal Reparations,"  First destroy coal jobs to please affluent liberals over climate change, then tax all Americans more to buy the support of the workers who had those jobs.",1732921055,Newspapers,Anonymous,," United Mine Workers of America--UMWA
813930"," (c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Editorial," Nov 14, 2015",0099-9660, English, English, A.10," New York, N.Y.","Nov 14, 2015",Wall Street Journal,2015,https://search.proquest.com/docview/1732921055?accountid=14902, A.10,," Multiemployer pension plans , Coal industry , Coal-fired power plants , Editorials -- Clinton, Hillary , United States--US , Clinton, Hillary",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Clinton%27s+Coal+Reparations&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2015-11-14&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
