Title,abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
E.P.A. Takes a Major Step to Roll Back Car Emissions Rules: [National Desk],,2047681236,Newspapers,"Davenport, Coral",," Harvard University
611310 , Environmental Protection Agency--EPA
924110 , Senate
921120 , Competitive Enterprise Institute
813910 , Ford Motor Co
333924
336111
336390"," Copyright New York Times Company Jun 1, 2018", News," Jun 1, 2018",0362-4331, English, English, A.17," New York, N.Y.","Jun 1, 2018",New York Times,2018,https://search.proquest.com/docview/2047681236?accountid=14902, A.17," Automobile industry , Emissions , Energy efficiency , Fuel economy standards , Climate change , Trump, Donald J , New York , United States--US , Sacramento California , Ebell, Myron , Becerra, Xavier , California , Delaware , Pruitt, Scott , Obama, Barack",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=E.P.A.+Takes+a+Major+Step+to+Roll+Back+Car+Emissions+Rules%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-06-01&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Davenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Coal Rebound Brings Big Banks Back: [Business/Financial Desk],,2045922430,Newspapers,"Flitter, Emily",," Peabody Energy Corp
212112 , Arch Coal Inc
212111
212112 , Bank of America Corp
522110
551111 , BHP Billiton
211111
212231
212234 , Rainforest Action Network
541820 , Goldman Sachs Group Inc
523110
523120 , Morgan Stanley
523110
523120
523920 , Citigroup Inc
551111 , Standard & Poors Corp
511120
523999
541519
561450 , Alpha Natural Resources Inc
212112"," Copyright New York Times Company May 29, 2018", News," May 29, 2018",0362-4331, English, English, B.1," New York, N.Y.","May 29, 2018",New York Times,2018,https://search.proquest.com/docview/2045922430?accountid=14902, B.1," Mines , Corporate image , Rainforests , Carbon , Banking industry , Coal industry , Bank loans , Coal mining , Coal-fired power plants , Bankruptcy , Industrial plant emissions , Executives , Trump, Donald J , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Coal+Rebound+Brings+Big+Banks+Back%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-29&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Flitter%2C+Emily&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"World Tries To Stay Cool, But It Could Warm Earth: [Foreign Desk]",,2040528585,Newspapers,"Pierre-Louis, Kendra",," International Energy Agency
541720
926130
928120 , European Union
926110
928120"," Copyright New York Times Company May 18, 2018", News," May 18, 2018",0362-4331, English, English, A.11," New York, N.Y.","May 18, 2018",New York Times,2018,https://search.proquest.com/docview/2040528585?accountid=14902, A.11," Cooling , Air conditioning , Emissions , Heat , Energy , Climate change , Chicago Illinois , Middle East , Montreal Quebec Canada , United States--US , India , Latin America , Africa , China , California , Asia , Indonesia , Japan , Mumbai India , Birol, Fatih",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=World+Tries+To+Stay+Cool%2C+But+It+Could+Warm+Earth%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-18&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Pierre-Louis%2C+Kendra&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Here to Help; Answering Your Burning Questions on Climate Change: [Science Desk],,2039678565,Newspapers,"Hall, Eleanor",,," Copyright New York Times Company May 17, 2018", News," May 17, 2018",0362-4331, English, English, A.3," New York, N.Y.","May 17, 2018",New York Times,2018,https://search.proquest.com/docview/2039678565?accountid=14902, A.3," Stocks , Energy efficiency , Pension funds , Alternative energy , Endowment , Fossil fuels , Climate change , Divestments , New York",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Here+to+Help%3B+Answering+Your+Burning+Questions+on+Climate+Change%3A+%5BScience+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-17&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Hall%2C+Eleanor&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Deep-Red Alaska, Feeling Thaw, Devises Climate Change Plan: [National Desk]",,2039084437,Newspapers,"Plumer, Brad",," New York Times Co
511110
511120
515112
515120 , Congress
921120 , Twitter Inc
519130 , University of Alaska
611310 , Arctic National Wildlife Refuge
712190
924120"," Copyright New York Times Company May 16, 2018", News," May 16, 2018",0362-4331, English, English, A.18," New York, N.Y.","May 16, 2018",New York Times,2018,https://search.proquest.com/docview/2039084437?accountid=14902, A.18," Task forces , Emissions , Environmental tax , Adaptation , Energy , Environmental policy , Greenhouse effect , Climate change , Natural gas , Greenhouse gases , Fossil fuels , Carbon , State elections , Governors , Arctic region , Alaska , New York , United States--US , Mallott, Byron , China , California , Walker, Bill",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Deep-Red+Alaska%2C+Feeling+Thaw%2C+Devises+Climate+Change+Plan%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-16&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Plumer%2C+Brad&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Do Pipelines Really Create Lots of Jobs?: [Op-Ed],,2037916267,Newspapers,"Leslie, Jacques",," Environmental Protection Agency--EPA
924110 , National Highway Traffic Safety Administration--NHTSA
926120 , Environmental Defense Fund
541720
813312 , Exxon Mobil Corp
211111
447110"," Copyright New York Times Company May 13, 2018", Commentary," May 13, 2018",0362-4331, English, English, SR.9," New York, N.Y.","May 13, 2018",New York Times,2018,https://search.proquest.com/docview/2037916267?accountid=14902, SR.9," Agricultural production , Displaced persons , Emissions , Working groups , Energy industry , Benefit cost analysis , Social costs , Climate change , Employment , Industrial plant emissions , Natural gas industry , Job creation , Carbon dioxide , Economic impact , Energy efficiency , Coal-fired power plants , Environmental protection , Renewable resources , Federal court decisions , Pipelines , Trump, Donald J , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Do+Pipelines+Really+Create+Lots+of+Jobs%3F%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-13&amp;volume=&amp;issue=&amp;spage=SR.9&amp;au=Leslie%2C+Jacques&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Here to Help; Answering Your Burning Questions on Climate Change: [Science Desk],,2036953603,Newspapers,"Pierre-Louis, Kendra;Plumer, Brad;Schwartz, John",," New York Times Co
511110
511120
515112
515120 , Congress
921120 , Arizona State University
611310 , National Aeronautics & Space Administration--NASA
927110 , National Weather Service-US
924120 , National Oceanic & Atmospheric Administration--NOAA
924120 , World Meteorological Organization
924120"," Copyright New York Times Company May 11, 2018", News," May 11, 2018",0362-4331, English, English, A.3," New York, N.Y.","May 11, 2018",New York Times,2018,https://search.proquest.com/docview/2036953603?accountid=14902, A.3," Emissions , Electric vehicles , Greenhouse effect , Climate change , Turkey , New York , Canada , Sacramento California , Arizona , California , Florida , Los Angeles California",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Here+to+Help%3B+Answering+Your+Burning+Questions+on+Climate+Change%3A+%5BScience+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-11&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Pierre-Louis%2C+Kendra%3BPlumer%2C+Brad%3BSchwartz%2C+John&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Ex-Coal Baron Jailed Over Mine Blast Loses West Virginia Primary: [National Desk],,2036010746,Newspapers,Trip Gabriel,," Fox News Channel
515120 , Voice of America
515112 , New York Times Co
511110
511120
515112
515120 , Senate-Ethics, Select Committee on
921120 , Congress
921120 , Senate
921120"," Copyright New York Times Company May 9, 2018", News," May 9, 2018",0362-4331, English, English, A.19," New York, N.Y.","May 9, 2018",New York Times,2018,https://search.proquest.com/docview/2036010746?accountid=14902, A.19," Nominations , Convictions , Disclosure , Candidates , Local elections , Criminal sentences , Negative campaigning , Abortion , Leadership , Coal , Romney, W Mitt , Trump, Donald J , Manchin, Joe , New Jersey , McConnell, Mitch , Alabama , Nevada , Chao, Elaine , Las Vegas Nevada , West Virginia , Obama, Barack , New York , China , Kentucky",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Ex-Coal+Baron+Jailed+Over+Mine+Blast+Loses+West+Virginia+Primary%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-09&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Trip+Gabriel&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Lavish Security To Shield Pruitt From Questions: [National Desk],,2035556831,Newspapers,"Lipton, Eric;Friedman, Lisa",," Environmental Protection Agency--EPA
924110"," Copyright New York Times Company May 8, 2018", News," May 8, 2018",0362-4331, English, English, A.1," New York, N.Y.","May 8, 2018",New York Times,2018,https://search.proquest.com/docview/2035556831?accountid=14902, A.1," Government agencies , Electronic mail systems , Transparency , Travel , Disclosure , Coal-fired power plants , Security management , Political leadership , Trump, Donald J , United States--US , Pruitt, Scott",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Lavish+Security+To+Shield+Pruitt+From+Questions%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-08&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Lipton%2C+Eric%3BFriedman%2C+Lisa&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Outside Influence In Planning E.P.A. Trips: [National Desk],,2033585599,Newspapers,"Friedman, Lisa;Lipton, Eric;Vogel, Kenneth P",," New York Times Co
511110
511120
515112
515120 , Sierra Club
813312"," Copyright New York Times Company May 3, 2018", News," May 3, 2018",0362-4331, English, English, A.15," New York, N.Y.","May 3, 2018",New York Times,2018,https://search.proquest.com/docview/2033585599?accountid=14902, A.15," Councils , National security , Politics , Planning , Diplomatic & consular services , Electronic mail systems , Travel , Lobbyists , New York , United States--US , Australia , Pruitt, Scott , Morocco",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Outside+Influence+In+Planning+E.P.A.+Trips%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-03&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Friedman%2C+Lisa%3BLipton%2C+Eric%3BVogel%2C+Kenneth+P&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
More Reason To Avoid Bugs This Summer: [National Desk],,2033173279,Newspapers,"Mcneil, Donald G, Jr",," Centers for Disease Control & Prevention--CDC
923120"," Copyright New York Times Company May 2, 2018", News," May 2, 2018",0362-4331, English, English, A.1," New York, N.Y.","May 2, 2018",New York Times,2018,https://search.proquest.com/docview/2033173279?accountid=14902, A.1," Arachnids , Encephalitis , Zika virus , Insect control , West Nile virus , Pesticides , Public health , Fever , Mosquitoes , Climate change , Lyme disease , Tropical diseases , Disease transmission",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=More+Reason+To+Avoid+Bugs+This+Summer%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-02&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Mcneil%2C+Donald+G%2C+Jr&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Lobbyist Steered E.P.A. Leader's Agenda Abroad: [National Desk],,2033173169,Newspapers,"Lipton, Eric;Friedman, Lisa;Vogel, Kenneth P",," Comcast Corp
517110
517210
517919 , Devon Energy Corp
211111 , Environmental Protection Agency--EPA
924110 , NBCUniversal Inc
512110
515120 , Federalist Society
541720"," Copyright New York Times Company May 2, 2018", News," May 2, 2018",0362-4331, English, English, A.1," New York, N.Y.","May 2, 2018",New York Times,2018,https://search.proquest.com/docview/2033173169?accountid=14902, A.1," Federalism , Motion picture directors & producers , Diplomatic & consular services , Charitable foundations , Rule of law , Congressional investigations , Lobbyists , Political ethics , Influence , Executives , Natural gas , Fund raising , Attorneys general , Meetings , Travel , Environmental protection , Nonprofit organizations , Smotkin, Richard , Pruitt, Scott , Morocco , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Lobbyist+Steered+E.P.A.+Leader%27s+Agenda+Abroad%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-05-02&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Lipton%2C+Eric%3BFriedman%2C+Lisa%3BVogel%2C+Kenneth+P&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Embattled Director's Mentor and Ally Says Ethics Questions Are a Concern: [National Desk],,2030073708,Newspapers,"Davenport, Coral",," New York Times Co
511110
511120
515112
515120 , Environmental Protection Agency--EPA
924110 , Senate
921120 , Holland & Knight
541110"," Copyright New York Times Company Apr 25, 2018", News," Apr 25, 2018",0362-4331, English, English, A.15," New York, N.Y.","Apr 25, 2018",New York Times,2018,https://search.proquest.com/docview/2030073708?accountid=14902, A.15," Attorneys general , Careers , Government waste , Bills , Environmental regulations , Lobbyists , Ethics , Energy industry , Climate change , Sanders, Sarah Huckabee , Trump, Donald J , New York , United States--US , Wheeler, Andrew , Inhofe, James M , Hastert, J Dennis , DeLay, Tom , Pruitt, Scott , Oklahoma",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Embattled+Director%27s+Mentor+and+Ally+Says+Ethics+Questions+Are+a+Concern%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-25&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Davenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Coal Warms Poland's Hearths, and Fouls Its Skies: [Foreign Desk]",,2028810140,Newspapers,"Nabrdalik, Maciek;Santora, Marc",," European Union
926110
928120"," Copyright New York Times Company Apr 23, 2018", News," Apr 23, 2018",0362-4331, English, English, A.4," New York, N.Y.","Apr 23, 2018",New York Times,2018,https://search.proquest.com/docview/2028810140?accountid=14902, A.4," Furnaces , Air pollution , Local elections , Outdoor air quality , Local government , Pollution control , Carbon , Environmental regulations , Smog , Coal industry , Poland",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Coal+Warms+Poland%27s+Hearths%2C+and+Fouls+Its+Skies%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-23&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Nabrdalik%2C+Maciek%3BSantora%2C+Marc&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"What America Looks Like in 10,000 Years: [Op-Ed]",,2028386450,Newspapers,"Strauss, Benjamin;Clark, Peter;Kulp, Scott",,," Copyright New York Times Company Apr 22, 2018", Commentary," Apr 22, 2018",0362-4331, English, English, SR.2," New York, N.Y.","Apr 22, 2018",New York Times,2018,https://search.proquest.com/docview/2028386450?accountid=14902, SR.2," Global warming , Greenhouse gases , Paris Agreement , Emissions , Coasts , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=What+America+Looks+Like+in+10%2C000+Years%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-22&amp;volume=&amp;issue=&amp;spage=SR.2&amp;au=Strauss%2C+Benjamin%3BClark%2C+Peter%3BKulp%2C+Scott&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"The Pruitt Inquiries: Expenses, Emails and a Phone Booth: [National Desk]",,2028386444,Newspapers,"Friedman, Lisa",," Environmental Protection Agency--EPA
924110 , Government Accountability Office
921130"," Copyright New York Times Company Apr 22, 2018", News," Apr 22, 2018",0362-4331, English, English, A.19," New York, N.Y.","Apr 22, 2018",New York Times,2018,https://search.proquest.com/docview/2028386444?accountid=14902, A.19," Government agencies , Investigations , Government spending , Raises , Mismanagement , Travel , Political ethics , Lobbying , Security personnel , Trump, Donald J , United States--US , Perrotta, Pasquale , Pruitt, Scott",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Pruitt+Inquiries%3A+Expenses%2C+Emails+and+a+Phone+Booth%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-22&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Friedman%2C+Lisa&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Scott Pruitt, Man of Little Shame: [Editorial]",,2026285883,Newspapers,,," Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Apr 18, 2018", Editorial," Apr 18, 2018",0362-4331, English, English, A.22," New York, N.Y.","Apr 18, 2018",New York Times,2018,https://search.proquest.com/docview/2026285883?accountid=14902, A.22," Cabinet , Regulatory agencies , Editorials , Presidents , Lobbyists , Environmental policy , Emissions , Climate change , Trump, Donald J , United States--US , Pruitt, Scott",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Scott+Pruitt%2C+Man+of+Little+Shame%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-18&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Earth, Wind And Liars: [Commentary]",,2025610546,Newspapers,"Krugman, Paul",," Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Apr 17, 2018", Commentary," Apr 17, 2018",0362-4331, English, English, A.27," New York, N.Y.","Apr 17, 2018",New York Times,2018,https://search.proquest.com/docview/2025610546?accountid=14902, A.27," Technological change , Wind power , Solar energy , Alternative energy , Renewable resources , Fossil fuels , Coal , Trump, Donald J , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Earth%2C+Wind+And+Liars%3A+%5BCommentary%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-17&amp;volume=&amp;issue=&amp;spage=A.27&amp;au=Krugman%2C+Paul&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Washington Insider and Former Coal Lobbyist Becomes E.P.A. Deputy Chief: [National Desk],,2024312490,Newspapers,"Davenport, Coral",," Environmental Protection Agency--EPA
924110 , United Nations--UN
928120 , Congress
921120 , American Petroleum Institute
541820
813910 , Senate
921120 , Intergovernmental Panel on Climate Change
541712
928120"," Copyright New York Times Company Apr 13, 2018", News," Apr 13, 2018",0362-4331, English, English, A.16," New York, N.Y.","Apr 13, 2018",New York Times,2018,https://search.proquest.com/docview/2024312490?accountid=14902, A.16," Air pollution , Presidents , Lobbyists , Outdoor air quality , Environmental policy , Climate change , Fossil fuels , Environmental protection , User groups , Coal , Trump, Donald J , Inhofe, James M , Whitman, Christine Todd , Whitehouse, Sheldon , Udall, Tom , Asia , Bush, George W , Pruitt, Scott , New Mexico , Wheeler, Andrew , Rhode Island , Oklahoma",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Washington+Insider+and+Former+Coal+Lobbyist+Becomes+E.P.A.+Deputy+Chief%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-13&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Davenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Plan to Track Methane Leaks From Above: [National Desk],,2023873915,Newspapers,"Schwartz, John",," Environmental Defense Fund
541720
813312 , Environmental Protection Agency--EPA
924110 , Robertson Foundation
813211 , University of Texas
611310 , International Energy Agency
541720
926130
928120 , National Academy of Sciences
541711 , Netherlands Institute for Space Research
927110"," Copyright New York Times Company Apr 12, 2018", News," Apr 12, 2018",0362-4331, English, English, A.23," New York, N.Y.","Apr 12, 2018",New York Times,2018,https://search.proquest.com/docview/2023873915?accountid=14902, A.23," Emissions , Defense , Environmental policy , Energy industry , Climate change , Natural gas , Netherlands , United States--US , North America , Krupp, Fred , Pruitt, Scott , Vancouver British Columbia Canada",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Plan+to+Track+Methane+Leaks+From+Above%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-12&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Schwartz%2C+John&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"In Rush to Kill Obama Rules, Pruitt Puts His Agenda at Risk: [National Desk]",,2022776918,Newspapers,"Davenport, Coral;Friedman, Lisa",," Heritage Foundation
541720 , Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Apr 8, 2018", News," Apr 8, 2018",0362-4331, English, English, A.16," New York, N.Y.","Apr 8, 2018",New York Times,2018,https://search.proquest.com/docview/2022776918?accountid=14902, A.16," Regulatory agencies , Automobile industry , Energy efficiency , Presidents , Lead content , Regulation , Climate change , Industrial plant emissions , Vehicles , Mercury pollution , Pruitt, Scott",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+Rush+to+Kill+Obama+Rules%2C+Pruitt+Puts+His+Agenda+at+Risk%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-08&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Davenport%2C+Coral%3BFriedman%2C+Lisa&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Polluters On the High Seas: [Commentary],,2022484911,Newspapers,"Heine, Hilda;Figueres, Christiana",," New York Times Co
511110
511120
515112
515120 , United Nations--UN
928120 , Twitter Inc
519130 , International Maritime Organization
926120 , United Nations Framework Convention on Climate Change
928120 , Facebook Inc
518210
519130"," Copyright New York Times Company Apr 7, 2018", Commentary," Apr 7, 2018",0362-4331, English, English, A.19," New York, N.Y.","Apr 7, 2018",New York Times,2018,https://search.proquest.com/docview/2022484911?accountid=14902, A.19," Emissions , Paris Agreement , Climate change , Shipping industry , Montreal Quebec Canada , New York , de Brum, Tony , Marshall Islands , Macron, Emmanuel , France , Figueres, Christiana , Europe",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Polluters+On+the+High+Seas%3A+%5BCommentary%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-04-07&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Heine%2C+Hilda%3BFigueres%2C+Christiana&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
